PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"24901437","Using HIV networks to inform real time prevention interventions","Little SJ, Kosakovsky Pond SL, Anderson CM, Young JA, Wertheim JO, Mehta SR, May S, Smith DM.","PLoS One. 2014 Jun 5;9(6):e98443. doi: 10.1371/journal.pone.0098443. eCollection 2014.","Little SJ","PLoS One","2014","2014/06/06","PMC4047027",',"10.1371/journal.pone.0098443"
"29492273","Rapid Sequencing of Complete env Genes from Primary HIV-1 Samples","Laird Smith M, Murrell B, Eren K, Ignacio C, Landais E, Weaver S, Phung P, Ludka C, Hepler L, Caballero G, Pollner T, Guo Y, Richman D; IAVI Protocol C Investigators & The IAVI African HIV Research Network; Poignard P, Paxinos EE, Kosakovsky Pond SL, Smith DM.","Virus Evol. 2016 Jul 8;2(2):vew018. doi: 10.1093/ve/vew018. eCollection 2016 Jul.","Laird Smith M","Virus Evol","2016","2018/03/02","PMC5822884",',"10.1093/ve/vew018"
"36029839","Molecular evidence for SARS-CoV-2 in samples collected from patients with morbilliform eruptions since late 2019 in Lombardy, northern Italy","Amendola A, Canuti M, Bianchi S, Kumar S, Fappani C, Gori M, Colzani D, Kosakovsky Pond SL, Miura S, Baggieri M, Marchi A, Borghi E, Zuccotti G, Raviglione MC, Magurano F, Tanzi E.","Environ Res. 2022 Dec;215(Pt 1):113979. doi: 10.1016/j.envres.2022.113979. Epub 2022 Aug 25.","Amendola A","Environ Res","2022","2022/08/27","PMC9404229",',"10.1016/j.envres.2022.113979"
"39599917","Phylogenomic Signatures of a Lineage of Vesicular Stomatitis Indiana Virus Circulating During the 2019-2020 Epidemic in the United States","Zarate S, Bertram M, Rodgers C, Reed K, Pelzel-McCluskey A, Gomez-Romero N, Rodriguez LL, Mayo C, Mire C, Pond SLK, Velazquez-Salinas L.","Viruses. 2024 Nov 20;16(11):1803. doi: 10.3390/v16111803.","Zarate S","Viruses","2024","2024/11/27","PMC11598840",',"10.3390/v16111803"
"40060453","Dynamics of natural selection preceding human viral epidemics and pandemics","Havens JL, Kosakovsky Pond SL, Zehr JD, Pekar JE, Parker E, Worobey M, Andersen KG, Wertheim JO.","bioRxiv [Preprint]. 2025 Feb 28:2025.02.26.640439. doi: 10.1101/2025.02.26.640439.","Havens JL","bioRxiv","2025","2025/03/10","PMC11888428",',"10.1101/2025.02.26.640439"
"16606848","A Dirichlet process model for detecting positive selection in protein-coding DNA sequences","Huelsenbeck JP, Jain S, Frost SW, Pond SL.","Proc Natl Acad Sci U S A. 2006 Apr 18;103(16):6263-8. doi: 10.1073/pnas.0508279103. Epub 2006 Apr 10.","Huelsenbeck JP","Proc Natl Acad Sci U S A","2006","2006/04/12","PMC1458866",',"10.1073/pnas.0508279103"
"20569214","DIVEIN: a web server to analyze phylogenies, sequence divergence, diversity, and informative sites","Deng W, Maust BS, Nickle DC, Learn GH, Liu Y, Heath L, Kosakovsky Pond SL, Mullins JI.","Biotechniques. 2010 May;48(5):405-8. doi: 10.2144/000113370.","Deng W","Biotechniques","2010","2010/06/24","PMC3133969","NIHMS306458","10.2144/000113370"
"23599311","Using ultradeep pyrosequencing to study HIV-1 coreceptor usage in primary and dual infection","Wagner GA, Pacold ME, Vigil E, Caballero G, Morris SR, Kosakovsky Pond SL, Little SJ, Richman DD, Gianella S, Smith DM.","J Infect Dis. 2013 Jul 15;208(2):271-4. doi: 10.1093/infdis/jit168. Epub 2013 Apr 18.","Wagner GA","J Infect Dis","2013","2013/04/20","PMC3685231",',"10.1093/infdis/jit168"
"11231894","A survey of the molecular evolutionary dynamics of twenty-five multigene families from four grass taxa","Zhang L, Pond SK, Gaut BS.","J Mol Evol. 2001 Feb;52(2):144-56. doi: 10.1007/s002390010143.","Zhang L","J Mol Evol","2001","2001/03/07",',',"10.1007/s002390010143"
"22065772","Multiple emergences of genetically diverse amphibian-infecting chytrids include a globalized hypervirulent recombinant lineage","Farrer RA, Weinert LA, Bielby J, Garner TW, Balloux F, Clare F, Bosch J, Cunningham AA, Weldon C, du Preez LH, Anderson L, Pond SL, Shahar-Golan R, Henk DA, Fisher MC.","Proc Natl Acad Sci U S A. 2011 Nov 15;108(46):18732-6. doi: 10.1073/pnas.1111915108. Epub 2011 Nov 7.","Farrer RA","Proc Natl Acad Sci U S A","2011","2011/11/09","PMC3219125",',"10.1073/pnas.1111915108"
"35075456","Selection analysis identifies unusual clustered mutational changes in Omicron lineage BA.1 that likely impact Spike function","Martin DP, Lytras S, Lucaci AG, Maier W, Grüning B, Shank SD, Weaver S, MacLean OA, Orton RJ, Lemey P, Boni MF, Tegally H, Harkins G, Scheepers C, Bhiman JN, Everatt J, Amoako DG, San JE, Giandhari J, Sigal A; NGS-SA; Williamson C, Hsiao NY, von Gottberg A, De Klerk A, Shafer RW, Robertson DL, Wilkinson RJ, Sewell BT, Lessells R, Nekrutenko A, Greaney AJ, Starr TN, Bloom JD, Murrell B, Wilkinson E, Gupta RK, de Oliveira T, Kosakovsky Pond SL.","bioRxiv [Preprint]. 2022 Jan 18:2022.01.14.476382. doi: 10.1101/2022.01.14.476382.","Martin DP","bioRxiv","2022","2022/01/25","PMC8786225",',"10.1101/2022.01.14.476382"
"21439403","Using phylogeography to characterize the origins of the HIV-1 subtype F epidemic in Romania","Mehta SR, Wertheim JO, Delport W, Ene L, Tardei G, Duiculescu D, Pond SL, Smith DM.","Infect Genet Evol. 2011 Jul;11(5):975-9. doi: 10.1016/j.meegid.2011.03.009. Epub 2011 Mar 23.","Mehta SR","Infect Genet Evol","2011","2011/03/29","PMC3104099","NIHMS291455","10.1016/j.meegid.2011.03.009"
"31278673","Evolution of Viral Genomes: Interplay Between Selection, Recombination, and Other Forces","Spielman SJ, Weaver S, Shank SD, Magalis BR, Li M, Kosakovsky Pond SL.","Methods Mol Biol. 2019;1910:427-468. doi: 10.1007/978-1-4939-9074-0_14.","Spielman SJ","Methods Mol Biol","2019","2019/07/07",',',"10.1007/978-1-4939-9074-0_14"
"26766578","Broadly Neutralizing Antibody Responses in a Large Longitudinal Sub-Saharan HIV Primary Infection Cohort","Landais E, Huang X, Havenar-Daughton C, Murrell B, Price MA, Wickramasinghe L, Ramos A, Bian CB, Simek M, Allen S, Karita E, Kilembe W, Lakhi S, Inambao M, Kamali A, Sanders EJ, Anzala O, Edward V, Bekker LG, Tang J, Gilmour J, Kosakovsky-Pond SL, Phung P, Wrin T, Crotty S, Godzik A, Poignard P.","PLoS Pathog. 2016 Jan 14;12(1):e1005369. doi: 10.1371/journal.ppat.1005369. eCollection 2016 Jan.","Landais E","PLoS Pathog","2016","2016/01/15","PMC4713061",',"10.1371/journal.ppat.1005369"
"21532938","Response to Comment on 'The Origins of Sexually Transmitted HIV Among Men Who Have Sex with Men'","Smith D, Delport W, Butler D, Little S, Richman D, Pond SK.","Sci Transl Med. 2010 Sep;2(50):501r1. doi: 10.1126/scitranslmed.3001473.","Smith D","Sci Transl Med","2010","2011/05/03","PMC3083242","NIHMS245016","10.1126/scitranslmed.3001473"
"30543621","Full-Length Envelope Analyzer (FLEA): A tool for longitudinal analysis of viral amplicons","Eren K, Weaver S, Ketteringham R, Valentyn M, Laird Smith M, Kumar V, Mohan S, Kosakovsky Pond SL, Murrell B.","PLoS Comput Biol. 2018 Dec 13;14(12):e1006498. doi: 10.1371/journal.pcbi.1006498. eCollection 2018 Dec.","Eren K","PLoS Comput Biol","2018","2018/12/14","PMC6314628",',"10.1371/journal.pcbi.1006498"
"25245635","Structure-function analysis of hepatitis C virus envelope glycoproteins E1 and E2","Nayak A, Pattabiraman N, Fadra N, Goldman R, Kosakovsky Pond SL, Mazumder R.","J Biomol Struct Dyn. 2015;33(8):1682-94. doi: 10.1080/07391102.2014.967300. Epub 2014 Oct 15.","Nayak A","J Biomol Struct Dyn","2015","2014/09/24","PMC5896302","NIHMS933452","10.1080/07391102.2014.967300"
"31874915","Single-Cell Transcriptomics Reveal a Correlation between Genome Architecture and Gene Family Evolution in Ciliates","Yan Y, Maurer-Alcalá XX, Knight R, Kosakovsky Pond SL, Katz LA.","mBio. 2019 Dec 24;10(6):e02524-19. doi: 10.1128/mBio.02524-19.","Yan Y","mBio","2019","2019/12/26","PMC6935857",',"10.1128/mBio.02524-19"
"38169695","Molecular modeling and phylogenetic analyses highlight the role of amino acid 347 of the N1 subtype neuraminidase in influenza virus host range and interspecies adaptation","Elli S, Raffaini G, Guerrini M, Kosakovsky Pond S, Matrosovich M.","Front Microbiol. 2023 Dec 19;14:1309156. doi: 10.3389/fmicb.2023.1309156. eCollection 2023.","Elli S","Front Microbiol","2023","2024/01/03","PMC10758481",',"10.3389/fmicb.2023.1309156"
"29401317","HIV-TRACE (TRAnsmission Cluster Engine): a Tool for Large Scale Molecular Epidemiology of HIV-1 and Other Rapidly Evolving Pathogens","Kosakovsky Pond SL, Weaver S, Leigh Brown AJ, Wertheim JO.","Mol Biol Evol. 2018 Jul 1;35(7):1812-1819. doi: 10.1093/molbev/msy016.","Kosakovsky Pond SL","Mol Biol Evol","2018","2018/02/06","PMC5995201",',"10.1093/molbev/msy016"
"37384622","Antigen pressure from two founder viruses induces multiple insertions at a single antibody position to generate broadly neutralizing HIV antibodies","Joyce C, Murrell S, Murrell B, Omorodion O, Ver LS, Carrico N, Bastidas R, Nedellec R, Bick M, Woehl J, Zhao F, Burns A, Barman S, Appel M, Ramos A, Wickramasinghe L, Eren K, Vollbrecht T, Smith DM, Kosakovsky Pond SL, McBride R, Worth C, Batista F, Sok D; IAVI Protocol C Investigators & The IAVI African HIV Research Network; Poignard P, Briney B, Wilson IA, Landais E, Burton DR.","PLoS Pathog. 2023 Jun 29;19(6):e1011416. doi: 10.1371/journal.ppat.1011416. eCollection 2023 Jun.","Joyce C","PLoS Pathog","2023","2023/06/29","PMC10309625",',"10.1371/journal.ppat.1011416"
"33995388","Diversity of Functionally Distinct Clonal Sets of Human Conventional Memory B Cells That Bind Staphylococcal Protein A","Radke EE, Li Z, Hernandez DN, El Bannoudi H, Kosakovsky Pond SL, Shopsin B, Lopez P, Fenyö D, Silverman GJ.","Front Immunol. 2021 Apr 28;12:662782. doi: 10.3389/fimmu.2021.662782. eCollection 2021.","Radke EE","Front Immunol","2021","2021/05/17","PMC8113617",',"10.3389/fimmu.2021.662782"
"39652563","Correction: Somatic genome architecture and molecular evolution are decoupled in 'young' linage-specific gene families in ciliates","Maurer-Alcalá XX, Cote-L'Heureux A, Kosakovsky Pond SL, Katz LA.","PLoS One. 2024 Dec 9;19(12):e0315635. doi: 10.1371/journal.pone.0315635. eCollection 2024.","Maurer-Alcalá XX","PLoS One","2024","2024/12/09","PMC11627367",',"10.1371/journal.pone.0315635"
"30186625","Characterizing the multiplicity of HIV founder variants during sexual transmission among MSM","Chaillon A, Gianella S, Little SJ, Caballero G, Barin F, Kosakovsky Pond S, Richman DD, Smith DM, Mehta SR.","Virus Evol. 2016 Jun 8;2(1):vew012. doi: 10.1093/ve/vew012. eCollection 2016 Jan.","Chaillon A","Virus Evol","2016","2018/09/07","PMC6118227",',"10.1093/ve/vew012"
"17428864","Comparative study of methods for detecting sequence compartmentalization in human immunodeficiency virus type 1","Zárate S, Pond SL, Shapshak P, Frost SD.","J Virol. 2007 Jun;81(12):6643-51. doi: 10.1128/JVI.02268-06. Epub 2007 Apr 11.","Zárate S","J Virol","2007","2007/04/13","PMC1900087",',"10.1128/JVI.02268-06"
"17305421","Synonymous substitution rates predict HIV disease progression as a result of underlying replication dynamics","Lemey P, Kosakovsky Pond SL, Drummond AJ, Pybus OG, Shapiro B, Barroso H, Taveira N, Rambaut A.","PLoS Comput Biol. 2007 Feb 16;3(2):e29. doi: 10.1371/journal.pcbi.0030029. Epub 2007 Jan 2.","Lemey P","PLoS Comput Biol","2007","2007/02/20","PMC1797821",',"10.1371/journal.pcbi.0030029"
"27192579","Early Antibody Lineage Diversification and Independent Limb Maturation Lead to Broad HIV-1 Neutralization Targeting the Env High-Mannose Patch","MacLeod DT, Choi NM, Briney B, Garces F, Ver LS, Landais E, Murrell B, Wrin T, Kilembe W, Liang CH, Ramos A, Bian CB, Wickramasinghe L, Kong L, Eren K, Wu CY, Wong CH; IAVI Protocol C Investigators & The IAVI African HIV Research Network; Kosakovsky Pond SL, Wilson IA, Burton DR, Poignard P.","Immunity. 2016 May 17;44(5):1215-26. doi: 10.1016/j.immuni.2016.04.016.","MacLeod DT","Immunity","2016","2016/05/19","PMC5003182","NIHMS805660","10.1016/j.immuni.2016.04.016"
"17329339","Maintenance of Nef-mediated modulation of major histocompatibility complex class I and CD4 after sexual transmission of human immunodeficiency virus type 1","Noviello CM, Pond SL, Lewis MJ, Richman DD, Pillai SK, Yang OO, Little SJ, Smith DM, Guatelli JC.","J Virol. 2007 May;81(9):4776-86. doi: 10.1128/JVI.01793-06. Epub 2007 Feb 28.","Noviello CM","J Virol","2007","2007/03/03","PMC1900175",',"10.1128/JVI.01793-06"
"21670087","A random effects branch-site model for detecting episodic diversifying selection","Kosakovsky Pond SL, Murrell B, Fourment M, Frost SD, Delport W, Scheffler K.","Mol Biol Evol. 2011 Nov;28(11):3033-43. doi: 10.1093/molbev/msr125. Epub 2011 Jun 13.","Kosakovsky Pond SL","Mol Biol Evol","2011","2011/06/15","PMC3247808",',"10.1093/molbev/msr125"
"33711012","Natural selection in the evolution of SARS-CoV-2 in bats created a generalist virus and highly capable human pathogen","MacLean OA, Lytras S, Weaver S, Singer JB, Boni MF, Lemey P, Kosakovsky Pond SL, Robertson DL.","PLoS Biol. 2021 Mar 12;19(3):e3001115. doi: 10.1371/journal.pbio.3001115. eCollection 2021 Mar.","MacLean OA","PLoS Biol","2021","2021/03/12","PMC7990310",',"10.1371/journal.pbio.3001115"
"27831950","Partner services in adults with acute and early HIV infection","Green N, Hoenigl M, Chaillon A, Anderson CM, Kosakovsky Pond SL, Smith DM, Little SJ.","AIDS. 2017 Jan 14;31(2):287-293. doi: 10.1097/QAD.0000000000001308.","Green N","AIDS","2017","2016/11/11","PMC5177524","NIHMS831633","10.1097/QAD.0000000000001308"
"23420840","FUBAR: a fast, unconstrained bayesian approximation for inferring selection","Murrell B, Moola S, Mabona A, Weighill T, Sheward D, Kosakovsky Pond SL, Scheffler K.","Mol Biol Evol. 2013 May;30(5):1196-205. doi: 10.1093/molbev/mst030. Epub 2013 Feb 18.","Murrell B","Mol Biol Evol","2013","2013/02/20","PMC3670733",',"10.1093/molbev/mst030"
"21091377","Transmitted HIV type 1 drug resistance among individuals with recent HIV infection in East and Southern Africa","Price MA, Wallis CL, Lakhi S, Karita E, Kamali A, Anzala O, Sanders EJ, Bekker LG, Twesigye R, Hunter E, Kaleebu P, Kayitenkore K, Allen S, Ruzagira E, Mwangome M, Mutua G, Amornkul PN, Stevens G, Pond SL, Schaefer M, Papathanasopoulos MA, Stevens W, Gilmour J; IAVI Early Infection Cohort Study Group.","AIDS Res Hum Retroviruses. 2011 Jan;27(1):5-12. doi: 10.1089/aid.2010.0030. Epub 2010 Nov 23.","Price MA","AIDS Res Hum Retroviruses","2011","2010/11/25","PMC3045073",',"10.1089/aid.2010.0030"
"16789820","Adaptation to different human populations by HIV-1 revealed by codon-based analyses","Pond SL, Frost SD, Grossman Z, Gravenor MB, Richman DD, Brown AJ.","PLoS Comput Biol. 2006 Jun 23;2(6):e62. doi: 10.1371/journal.pcbi.0020062. Epub 2006 Jun 23.","Pond SL","PLoS Comput Biol","2006","2006/06/23","PMC1480537",',"10.1371/journal.pcbi.0020062"
"23840830","HIV-1 clade B pol evolution following primary infection","Hightower GK, May SJ, Pérez-Santiago J, Pacold ME, Wagner GA, Little SJ, Richman DD, Mehta SR, Smith DM, Pond SL.","PLoS One. 2013 Jun 28;8(6):e68188. doi: 10.1371/journal.pone.0068188. Print 2013.","Hightower GK","PLoS One","2013","2013/07/11","PMC3695957",',"10.1371/journal.pone.0068188"
"28771475","Evolution and spread of Venezuelan equine encephalitis complex alphavirus in the Americas","Forrester NL, Wertheim JO, Dugan VG, Auguste AJ, Lin D, Adams AP, Chen R, Gorchakov R, Leal G, Estrada-Franco JG, Pandya J, Halpin RA, Hari K, Jain R, Stockwell TB, Das SR, Wentworth DE, Smith MD, Kosakovsky Pond SL, Weaver SC.","PLoS Negl Trop Dis. 2017 Aug 3;11(8):e0005693. doi: 10.1371/journal.pntd.0005693. eCollection 2017 Aug.","Forrester NL","PLoS Negl Trop Dis","2017","2017/08/04","PMC5557581",',"10.1371/journal.pntd.0005693"
"27774305","Compartmentalized HIV rebound in the central nervous system after interruption of antiretroviral therapy","Gianella S, Kosakovsky Pond SL, Oliveira MF, Scheffler K, Strain MC, De la Torre A, Letendre S, Smith DM, Ellis RJ.","Virus Evol. 2016 Aug 3;2(2):vew020. doi: 10.1093/ve/vew020. eCollection 2016 Jul.","Gianella S","Virus Evol","2016","2016/10/25","PMC5072458",',"10.1093/ve/vew020"
"17984227","28-way vertebrate alignment and conservation track in the UCSC Genome Browser","Miller W, Rosenbloom K, Hardison RC, Hou M, Taylor J, Raney B, Burhans R, King DC, Baertsch R, Blankenberg D, Kosakovsky Pond SL, Nekrutenko A, Giardine B, Harris RS, Tyekucheva S, Diekhans M, Pringle TH, Murphy WJ, Lesk A, Weinstock GM, Lindblad-Toh K, Gibbs RA, Lander ES, Siepel A, Haussler D, Kent WJ.","Genome Res. 2007 Dec;17(12):1797-808. doi: 10.1101/gr.6761107. Epub 2007 Nov 5.","Miller W","Genome Res","2007","2007/11/07","PMC2099589",',"10.1101/gr.6761107"
"38271450","Somatic genome architecture and molecular evolution are decoupled in 'young' linage-specific gene families in ciliates","Maurer-Alcalá XX, Cote-L'Heureux A, Kosakovsky Pond SL, Katz LA.","PLoS One. 2024 Jan 25;19(1):e0291688. doi: 10.1371/journal.pone.0291688. eCollection 2024.","Maurer-Alcalá XX","PLoS One","2024","2024/01/25","PMC10810533",',"10.1371/journal.pone.0291688"
"28068413","Social and Genetic Networks of HIV-1 Transmission in New York City","Wertheim JO, Kosakovsky Pond SL, Forgione LA, Mehta SR, Murrell B, Shah S, Smith DM, Scheffler K, Torian LV.","PLoS Pathog. 2017 Jan 9;13(1):e1006000. doi: 10.1371/journal.ppat.1006000. eCollection 2017 Jan.","Wertheim JO","PLoS Pathog","2017","2017/01/10","PMC5221827",',"10.1371/journal.ppat.1006000"
"29126122","Mode and Rate of Evolution of Haemosporidian Mitochondrial Genomes: Timing the Radiation of Avian Parasites","Pacheco MA, Matta NE, Valkiunas G, Parker PG, Mello B, Stanley CE Jr, Lentino M, Garcia-Amado MA, Cranfield M, Kosakovsky Pond SL, Escalante AA.","Mol Biol Evol. 2018 Feb 1;35(2):383-403. doi: 10.1093/molbev/msx285.","Pacheco MA","Mol Biol Evol","2018","2017/11/11","PMC5850713",',"10.1093/molbev/msx285"
"39605407","Minus the Error: Testing for Positive Selection in the Presence of Residual Alignment Errors","Selberg A, Clark NL, Sackton TB, Muse SV, Lucaci AG, Weaver S, Nekrutenko A, Chikina M, Pond SLK.","bioRxiv [Preprint]. 2025 Mar 21:2024.11.13.620707. doi: 10.1101/2024.11.13.620707.","Selberg A","bioRxiv","2025","2024/11/28","PMC11601313",',"10.1101/2024.11.13.620707"
"17512142","Evolution of the interferon alpha gene family in eutherian mammals","Woelk CH, Frost SD, Richman DD, Higley PE, Kosakovsky Pond SL.","Gene. 2007 Aug 1;397(1-2):38-50. doi: 10.1016/j.gene.2007.03.018. Epub 2007 Apr 3.","Woelk CH","Gene","2007","2007/05/22","PMC2174272","NIHMS27090","10.1016/j.gene.2007.03.018"
"15483327","A simple hierarchical approach to modeling distributions of substitution rates","Pond SL, Frost SD.","Mol Biol Evol. 2005 Feb;22(2):223-34. doi: 10.1093/molbev/msi009. Epub 2004 Oct 13.","Pond SL","Mol Biol Evol","2005","2004/10/16",',',"10.1093/molbev/msi009"
"29301006","Datamonkey 2.0: A Modern Web Application for Characterizing Selective and Other Evolutionary Processes","Weaver S, Shank SD, Spielman SJ, Li M, Muse SV, Kosakovsky Pond SL.","Mol Biol Evol. 2018 Mar 1;35(3):773-777. doi: 10.1093/molbev/msx335.","Weaver S","Mol Biol Evol","2018","2018/01/05","PMC5850112",',"10.1093/molbev/msx335"
"32995781","An evolutionary portrait of the progenitor SARS-CoV-2 and its dominant offshoots in COVID-19 pandemic","Kumar S, Tao Q, Weaver S, Sanderford M, Caraballo-Ortiz MA, Sharma S, Pond SLK, Miura S.","bioRxiv [Preprint]. 2021 Jan 19:2020.09.24.311845. doi: 10.1101/2020.09.24.311845.","Kumar S","bioRxiv","2021","2020/09/30","PMC7523107",',"10.1101/2020.09.24.311845"
"29423346","Relative evolutionary rate inference in HyPhy with LEISR","Spielman SJ, Kosakovsky Pond SL.","PeerJ. 2018 Feb 5;6:e4339. doi: 10.7717/peerj.4339. eCollection 2018.","Spielman SJ","PeerJ","2018","2018/02/10","PMC5804317",',"10.7717/peerj.4339"
"25697341","Less is more: an adaptive branch-site random effects model for efficient detection of episodic diversifying selection","Smith MD, Wertheim JO, Weaver S, Murrell B, Scheffler K, Kosakovsky Pond SL.","Mol Biol Evol. 2015 May;32(5):1342-53. doi: 10.1093/molbev/msv022. Epub 2015 Feb 19.","Smith MD","Mol Biol Evol","2015","2015/02/21","PMC4408413",',"10.1093/molbev/msv022"
"25542470","Next generation sequencing improves detection of drug resistance mutations in infants after PMTCT failure","Fisher RG, Smith DM, Murrell B, Slabbert R, Kirby BM, Edson C, Cotton MF, Haubrich RH, Kosakovsky Pond SL, Van Zyl GU.","J Clin Virol. 2015 Jan;62:48-53. doi: 10.1016/j.jcv.2014.11.014. Epub 2014 Nov 20.","Fisher RG","J Clin Virol","2015","2014/12/28","PMC4279108","NIHMS643975","10.1016/j.jcv.2014.11.014"
"32269129","Deep Sequencing Reveals Compartmentalized HIV-1 in the Semen of Men with and without Sexually Transmitted Infection-Associated Urethritis","Council OD, Zhou S, McCann CD, Hoffman I, Tegha G, Kamwendo D, Matoga M, Kosakovsky Pond SL, Cohen MS, Swanstrom R.","J Virol. 2020 Jun 1;94(12):e00151-20. doi: 10.1128/JVI.00151-20. Print 2020 Jun 1.","Council OD","J Virol","2020","2020/04/10","PMC7307086",',"10.1128/JVI.00151-20"
"20671151","Datamonkey 2010: a suite of phylogenetic analysis tools for evolutionary biology","Delport W, Poon AF, Frost SD, Kosakovsky Pond SL.","Bioinformatics. 2010 Oct 1;26(19):2455-7. doi: 10.1093/bioinformatics/btq429. Epub 2010 Jul 29.","Delport W","Bioinformatics","2010","2010/07/31","PMC2944195",',"10.1093/bioinformatics/btq429"
"20463813","Phylodynamic reconstruction reveals norovirus GII.4 epidemic expansions and their molecular determinants","Siebenga JJ, Lemey P, Kosakovsky Pond SL, Rambaut A, Vennema H, Koopmans M.","PLoS Pathog. 2010 May 6;6(5):e1000884. doi: 10.1371/journal.ppat.1000884.","Siebenga JJ","PLoS Pathog","2010","2010/05/14","PMC2865530",',"10.1371/journal.ppat.1000884"
"18725937","Evolutionary and transmission dynamics of reassortant H5N1 influenza virus in Indonesia","Lam TT, Hon CC, Pybus OG, Kosakovsky Pond SL, Wong RT, Yip CW, Zeng F, Leung FC.","PLoS Pathog. 2008 Aug 22;4(8):e1000130. doi: 10.1371/journal.ppat.1000130.","Lam TT","PLoS Pathog","2008","2008/08/30","PMC2515348",',"10.1371/journal.ppat.1000130"
"15703242","Not so different after all: a comparison of methods for detecting amino acid sites under selection","Kosakovsky Pond SL, Frost SD.","Mol Biol Evol. 2005 May;22(5):1208-22. doi: 10.1093/molbev/msi105. Epub 2005 Feb 9.","Kosakovsky Pond SL","Mol Biol Evol","2005","2005/02/11",',',"10.1093/molbev/msi105"
"40561012","Ecological interactions and genomic innovation fueled the evolution of ray-finned fish endothermy","Melendez-Vazquez F, Lucaci AG, Selberg A, Clavel J, Rincon-Sandoval M, Santaquiteria A, White WT, Drabeck D, Carnevale G, Duarte-Ribeiro E, Miya M, Westneat MW, Baldwin CC, Hughes LC, Ortí G, Kosakovsky Pond SL, Betancur-R R, Arcila D.","Sci Adv. 2025 Jun 27;11(26):eads8488. doi: 10.1126/sciadv.ads8488. Epub 2025 Jun 25.","Melendez-Vazquez F","Sci Adv","2025","2025/06/25","PMC12190012",',"10.1126/sciadv.ads8488"
"28615205","Intrasubtype B HIV-1 Superinfection Correlates with Delayed Neutralizing Antibody Response","Wagner GA, Landais E, Caballero G, Phung P, Kosakovsky Pond SL, Poignard P, Richman DD, Little SJ, Smith DM.","J Virol. 2017 Aug 10;91(17):e00475-17. doi: 10.1128/JVI.00475-17. Print 2017 Sep 1.","Wagner GA","J Virol","2017","2017/06/16","PMC5553187",',"10.1128/JVI.00475-17"
"29846534","Trends in the Molecular Epidemiology and Genetic Mechanisms of Transmitted Human Immunodeficiency Virus Type 1 Drug Resistance in a Large US Clinic Population","Rhee SY, Clutter D, Fessel WJ, Klein D, Slome S, Pinsky BA, Marcus JL, Hurley L, Silverberg MJ, Kosakovsky Pond SL, Shafer RW.","Clin Infect Dis. 2019 Jan 7;68(2):213-221. doi: 10.1093/cid/ciy453.","Rhee SY","Clin Infect Dis","2019","2018/05/31","PMC6321854",',"10.1093/cid/ciy453"
"32790776","No more business as usual: Agile and effective responses to emerging pathogen threats require open data and open analytics","Baker D, van den Beek M, Blankenberg D, Bouvier D, Chilton J, Coraor N, Coppens F, Eguinoa I, Gladman S, Grüning B, Keener N, Larivière D, Lonie A, Kosakovsky Pond S, Maier W, Nekrutenko A, Taylor J, Weaver S.","PLoS Pathog. 2020 Aug 13;16(8):e1008643. doi: 10.1371/journal.ppat.1008643. eCollection 2020 Aug.","Baker D","PLoS Pathog","2020","2020/08/14","PMC7425854",',"10.1371/journal.ppat.1008643"
"25294947","Detecting phylogenetic signal in mutualistic interaction networks using a Markov process model","Minoarivelo HO, Hui C, Terblanche JS, Pond SL, Scheffler K.","Oikos. 2014 Oct 1;123(10):1250-1260. doi: 10.1111/oik.00857.","Minoarivelo HO","Oikos","2014","2014/10/09","PMC4185186","NIHMS592693","10.1111/oik.00857"
"27163788","Differences in the Selection Bottleneck between Modes of Sexual Transmission Influence the Genetic Composition of the HIV-1 Founder Virus","Tully DC, Ogilvie CB, Batorsky RE, Bean DJ, Power KA, Ghebremichael M, Bedard HE, Gladden AD, Seese AM, Amero MA, Lane K, McGrath G, Bazner SB, Tinsley J, Lennon NJ, Henn MR, Brumme ZL, Norris PJ, Rosenberg ES, Mayer KH, Jessen H, Kosakovsky Pond SL, Walker BD, Altfeld M, Carlson JM, Allen TM.","PLoS Pathog. 2016 May 10;12(5):e1005619. doi: 10.1371/journal.ppat.1005619. eCollection 2016 May.","Tully DC","PLoS Pathog","2016","2016/05/11","PMC4862634",',"10.1371/journal.ppat.1005619"
"22997072","Impact of seminal cytomegalovirus replication on HIV-1 dynamics between blood and semen","Gianella S, Mehta SR, Strain MC, Young JA, Vargas MV, Little SJ, Richman DD, Kosakovsky Pond SL, Smith DM.","J Med Virol. 2012 Nov;84(11):1703-9. doi: 10.1002/jmv.23398.","Gianella S","J Med Virol","2012","2012/09/22","PMC3472447","NIHMS405586","10.1002/jmv.23398"
"24273040","Incidence and prevalence of intrasubtype HIV-1 dual infection in at-risk men in the United States","Wagner GA, Pacold ME, Kosakovsky Pond SL, Caballero G, Chaillon A, Rudolph AE, Morris SR, Little SJ, Richman DD, Smith DM.","J Infect Dis. 2014 Apr 1;209(7):1032-8. doi: 10.1093/infdis/jit633. Epub 2013 Nov 22.","Wagner GA","J Infect Dis","2014","2013/11/26","PMC3952674",',"10.1093/infdis/jit633"
